grunnkrets_id,year,couple_children_0_to_5_years,couple_children_18_or_above,couple_children_6_to_17_years,couple_without_children,single_parent_children_0_to_5_years,single_parent_children_18_or_above,single_parent_children_6_to_17_years,singles
15290102,2015,54,38,62,52,0,4,4,33
15660205,2015,13,18,50,30,0,8,4,32
16330103,2015,36,22,67,74,0,8,4,63
5380205,2015,29,9,22,30,0,11,4,23
7190103,2015,12,12,10,28,4,0,4,13
2300308,2015,21,12,16,34,0,0,4,10
5420203,2015,43,10,59,64,0,0,4,35
2350701,2015,53,22,58,62,0,4,4,51
10140105,2015,35,9,19,64,6,4,4,15
4260101,2015,41,29,41,60,0,8,4,39
12380404,2015,10,9,28,38,0,9,4,20
1064103,2015,61,26,78,92,0,12,4,108
14160108,2015,17,0,17,12,0,0,4,22
10030307,2015,11,0,24,22,0,0,4,19
17020408,2015,47,10,37,26,0,0,4,12
4200105,2015,0,0,0,14,0,4,4,18
19023202,2015,22,25,12,30,0,0,4,22
7160305,2015,14,9,31,30,0,0,4,6
11240403,2015,72,31,99,84,4,0,4,35
15340108,2015,21,12,10,34,0,7,4,24
4170412,2015,0,0,12,18,0,0,4,9
4200303,2015,17,18,37,64,6,0,4,33
6220202,2015,20,23,17,24,5,6,4,38
14290205,2015,24,23,41,32,0,11,4,26
8050101,2015,42,25,67,82,4,15,4,43
15050901,2015,17,0,22,14,0,0,4,6
18410106,2015,0,9,14,26,0,0,4,23
12011802,2015,39,24,72,60,0,0,4,28
5010408,2015,21,0,11,66,0,0,4,104
16011419,2015,9,0,0,78,0,0,4,138
6280101,2015,61,18,32,66,0,4,4,64
7020104,2015,18,26,37,154,9,5,4,162
1040401,2015,67,29,84,82,0,6,4,55
15480503,2015,58,22,39,48,7,12,4,43
3011705,2015,56,0,7,182,0,0,4,295
1040808,2015,41,0,19,34,0,5,4,35
18040720,2015,37,0,0,6,8,0,4,45
19310408,2015,0,0,0,6,0,0,4,13
11030615,2015,12,13,12,12,4,0,4,9
18040615,2015,7,0,29,16,6,0,4,18
15290103,2015,8,10,13,18,0,0,4,10
15200205,2015,27,0,9,32,0,0,4,58
11200305,2015,42,12,64,38,0,4,4,32
19170101,2015,0,0,0,18,0,6,4,12
10030217,2015,39,12,47,34,0,6,4,23
12380309,2015,40,30,50,62,0,12,4,25
12210308,2015,64,55,101,132,0,15,4,95
2260308,2015,0,0,11,4,0,0,4,3
2330414,2015,31,7,13,14,0,0,4,14
8280303,2015,18,0,27,30,0,0,4,19
16380411,2015,32,6,17,38,0,0,4,5
16014225,2015,83,54,81,74,5,0,4,49
3015804,2015,0,0,8,6,0,0,4,3
8330109,2015,4,6,14,12,0,0,4,13
16480107,2015,21,0,21,18,0,0,4,17
5200204,2015,29,6,37,26,0,0,4,16
12430204,2015,38,26,58,54,0,0,4,56
12240508,2015,21,13,24,24,0,6,4,17
6020138,2015,27,36,30,288,6,8,4,79
12630302,2015,38,18,28,42,0,0,4,18
1250203,2015,29,18,51,70,0,4,4,37
10180119,2015,15,14,16,24,0,6,4,28
5200205,2015,28,20,31,38,0,0,4,28
6250111,2015,0,20,26,12,0,4,4,17
15040301,2015,45,9,30,110,0,6,4,209
8300108,2015,20,35,12,18,10,7,4,19
2290301,2015,0,0,7,10,0,8,4,10
11490801,2015,91,28,81,64,0,9,4,59
12010101,2015,38,24,36,124,0,11,4,209
2191015,2015,17,6,16,14,6,0,4,22
16480106,2015,0,10,8,16,0,0,4,11
4120921,2015,16,12,13,16,0,0,4,13
11340202,2015,23,7,37,38,0,0,4,23
4280308,2015,14,0,7,38,0,0,4,23
18180110,2015,0,15,45,36,7,6,4,27
14290201,2015,55,30,63,72,8,7,4,198
16270102,2015,14,0,7,8,0,0,4,16
12240908,2015,22,13,29,26,0,0,4,21
2300103,2015,82,6,0,32,0,0,4,33
7090711,2015,10,27,64,74,5,0,4,47
19023101,2015,46,13,41,34,0,5,4,22
12010134,2015,29,0,23,98,8,6,4,212
2191609,2015,103,52,152,68,9,14,4,42
4290114,2015,13,0,4,0,0,0,4,5
5010503,2015,0,0,0,0,0,0,4,0
16530706,2015,15,32,16,12,0,0,4,13
10340106,2015,8,0,0,16,0,0,4,3
5020903,2015,14,19,16,32,0,0,4,16
1190202,2015,76,37,71,106,0,0,4,47
10040413,2015,13,23,28,32,0,4,4,14
19420207,2015,12,16,26,20,6,8,4,23
1230104,2015,10,13,11,22,4,0,4,46
17020705,2015,25,0,25,32,0,0,4,15
8340205,2015,15,18,33,34,0,0,4,10
16011326,2015,20,28,32,56,0,0,4,72
18050708,2015,19,11,25,80,6,0,4,72
19170105,2015,12,10,10,12,0,4,4,16
16360208,2015,42,6,14,42,5,4,4,53
15600201,2015,20,21,26,30,0,7,4,25
17190505,2015,52,25,92,58,0,7,4,25
1061906,2015,20,16,20,10,7,0,4,35
5290409,2015,0,0,16,20,0,0,4,10
8290106,2015,16,0,22,28,0,0,4,24
11030207,2015,30,0,0,32,0,0,4,87
5010517,2015,14,12,31,62,0,0,4,25
12010113,2015,46,5,11,164,6,0,4,324
8070213,2015,40,9,33,58,7,5,4,42
8170206,2015,6,0,28,18,0,6,4,13
2190505,2015,72,13,115,44,0,6,4,12
19330210,2015,4,12,13,22,0,7,4,12
16350204,2015,18,19,35,40,0,20,4,34
6160112,2015,0,18,0,16,0,0,4,9
1280214,2015,25,6,11,22,0,0,4,7
10030101,2015,16,6,25,32,0,0,4,23
18041009,2015,41,9,43,46,0,0,4,11
2191513,2015,75,9,59,48,7,0,4,49
2191805,2015,0,0,11,48,5,0,4,57
14260306,2015,0,7,0,12,0,0,4,7
2350213,2015,9,19,16,20,0,0,4,14
7060709,2015,16,14,44,30,0,0,4,14
11340306,2015,31,12,28,60,0,0,4,46
11600706,2015,49,23,74,76,8,4,4,31
15670109,2015,34,23,25,32,0,6,4,21
20190106,2015,59,20,64,56,5,12,4,42
2310612,2015,18,0,33,32,0,0,4,9
2150305,2015,18,28,8,40,0,0,4,27
17510310,2015,13,0,7,32,0,6,4,15
16013111,2015,45,34,51,64,0,8,4,72
1010602,2015,11,13,18,12,0,0,4,11
17360106,2015,0,0,37,14,5,0,4,4
16360209,2015,12,9,0,18,0,0,4,13
4300202,2015,13,9,9,28,0,0,4,24
6180107,2015,26,15,32,40,0,0,4,23
11060212,2015,32,10,48,66,0,0,4,35
5010405,2015,46,20,29,96,5,9,4,158
17020303,2015,44,25,38,138,8,14,4,160
19400304,2015,0,4,0,4,0,0,4,17
2190614,2015,57,31,75,22,0,0,4,15
12010144,2015,18,0,0,102,0,0,4,137
18380110,2015,0,9,0,14,0,4,4,13
11020709,2015,23,7,53,22,0,4,4,26
12660111,2015,12,13,30,44,0,4,4,32
17180105,2015,53,17,32,62,0,4,4,37
2310709,2015,19,6,44,36,0,5,4,21
4290205,2015,17,12,29,40,0,6,4,21
4121022,2015,19,19,27,24,0,0,4,10
2330307,2015,57,26,65,42,0,0,4,27
19330208,2015,55,15,40,44,0,0,4,22
15310209,2015,46,26,27,52,0,0,4,39
7091409,2015,26,10,28,40,0,6,4,27
1010804,2015,30,0,34,52,0,8,4,26
5170308,2015,16,26,53,48,0,9,4,21
17020502,2015,29,16,42,26,0,10,4,23
8050811,2015,30,12,10,122,5,12,4,277
5420302,2015,0,0,7,0,0,0,4,8
6150101,2015,0,0,4,0,0,0,4,13
18490101,2015,0,6,0,24,0,0,4,15
18600109,2015,0,10,9,26,0,0,4,15
6320110,2015,4,0,12,30,4,0,4,40
4170409,2015,34,23,22,36,0,0,4,20
8330112,2015,0,16,33,18,0,0,4,19
16270110,2015,34,13,0,46,4,0,4,30
16013201,2015,12,0,37,12,0,4,4,15
2190526,2015,23,14,48,14,6,0,4,7
2190820,2015,40,9,15,18,0,0,4,7
18710110,2015,0,12,14,44,0,0,4,25
16011203,2015,29,15,11,352,10,0,4,512
18410311,2015,14,6,18,40,0,5,4,26
4190204,2015,21,19,30,24,0,6,4,19
12470201,2015,38,24,62,48,0,6,4,35
12630103,2015,80,24,50,86,0,20,4,50
7160202,2015,45,15,47,28,0,0,4,23
6330102,2015,20,10,33,54,0,0,4,29
11490704,2015,52,26,54,58,0,5,4,28
2190111,2015,44,9,38,46,6,6,4,66
16015222,2015,64,15,42,46,5,7,4,42
11350401,2015,60,21,67,36,7,10,4,25
19310404,2015,0,0,0,0,0,0,4,3
5290117,2015,0,6,0,4,0,0,4,0
4020507,2015,0,0,0,16,0,0,4,9
5430303,2015,7,12,23,20,0,0,4,19
8070203,2015,16,21,20,24,0,0,4,19
18480203,2015,0,7,14,24,0,4,4,20
6230103,2015,11,13,35,44,0,4,4,25
11031815,2015,54,27,31,54,0,8,4,42
14210105,2015,11,30,25,44,4,9,4,24
18370103,2015,0,0,0,12,0,0,4,15
9400109,2015,0,0,15,24,0,0,4,12
16240312,2015,31,15,34,26,0,0,4,20
5220207,2015,0,9,11,14,0,4,4,18
15050701,2015,35,12,90,54,4,6,4,51
20040506,2015,18,6,17,40,0,8,4,44
15570205,2015,26,22,31,42,0,8,4,34
2191912,2015,64,20,63,12,0,0,4,13
18330602,2015,24,19,0,24,0,0,4,15
2370617,2015,15,0,18,24,0,0,4,9
7060905,2015,16,0,8,24,0,0,4,16
6160111,2015,16,9,38,28,0,0,4,19
19030102,2015,22,28,16,48,0,5,4,46
6200201,2015,26,25,18,30,0,6,4,36
20150108,2015,18,7,30,34,5,8,4,41
18650106,2015,25,10,48,52,0,8,4,45
5200112,2015,12,6,51,34,8,10,4,41
18040814,2016,49,41,106,96,0,0,4,41
17250103,2016,24,12,23,36,0,4,4,19
12010134,2016,47,0,30,78,0,4,4,193
11060520,2016,25,8,19,38,0,6,4,82
2350201,2016,4,0,4,6,0,0,4,3
18710309,2016,0,0,0,8,0,0,4,13
4120723,2016,22,9,10,12,0,0,4,13
9140206,2016,0,9,0,36,0,0,4,18
6230403,2016,33,16,23,46,0,8,4,25
4190204,2016,17,19,25,22,0,0,4,23
10040413,2016,19,27,24,32,0,0,4,16
5290506,2016,11,0,20,40,0,0,4,28
15140103,2016,23,29,62,48,0,0,4,50
16017521,2016,24,0,21,22,0,4,4,16
12310205,2016,60,28,92,70,0,8,4,52
16350202,2016,14,22,44,20,0,0,4,17
12010705,2016,23,0,33,52,0,4,4,43
4300103,2016,0,6,7,34,0,6,4,22
7090711,2016,16,18,59,82,0,6,4,48
4200401,2016,0,0,5,12,0,0,4,14
6120102,2016,10,13,8,14,0,0,4,12
8310103,2016,8,6,0,18,0,0,4,16
18130201,2016,27,30,30,24,6,0,4,22
9190103,2016,6,13,18,26,0,0,4,13
2300401,2016,66,18,80,28,0,0,4,25
4020109,2016,15,10,0,46,5,0,4,100
16400115,2016,17,7,20,20,0,4,4,15
5021205,2016,51,0,15,28,0,4,4,17
19024001,2016,13,24,18,34,0,6,4,16
3013706,2016,70,34,76,30,0,7,4,38
8050611,2016,41,29,48,142,0,10,4,32
17190302,2016,17,6,9,8,0,0,4,7
18200105,2016,0,0,11,20,0,0,4,11
8060606,2016,26,20,14,36,0,0,4,22
4120605,2016,27,6,46,42,0,0,4,19
9061106,2016,34,10,40,42,0,0,4,17
11491008,2016,47,29,39,74,0,0,4,51
2191119,2016,29,10,17,26,0,5,4,26
1380203,2016,29,20,33,70,11,0,4,71
2290203,2016,49,26,56,60,7,7,4,33
15240103,2016,18,16,37,44,0,8,4,19
16340202,2016,0,0,15,48,5,9,4,83
4121404,2016,18,9,26,28,6,0,4,17
1180101,2016,27,7,18,44,0,0,4,23
15510105,2016,25,23,29,24,0,7,4,16
5220301,2016,43,29,15,50,0,7,4,29
12280202,2016,85,37,113,120,0,7,4,32
16530605,2016,59,31,89,78,9,10,4,43
1230117,2016,0,0,4,0,0,0,4,0
5290117,2016,5,6,0,4,0,0,4,3
8260103,2016,0,0,0,6,0,0,4,12
19023105,2016,0,0,0,10,0,0,4,13
12440102,2016,0,0,0,18,0,0,4,9
7200309,2016,56,17,28,50,0,0,4,31
14490202,2016,25,20,23,28,0,4,4,31
6020910,2016,47,20,19,42,5,4,4,21
1051314,2016,23,22,33,24,0,8,4,15
19430106,2016,21,15,37,32,0,9,4,46
18330202,2016,7,9,0,126,6,12,4,138
5021101,2016,0,0,15,6,0,0,4,9
4120201,2016,16,33,44,18,0,0,4,22
6320102,2016,0,16,19,20,0,0,4,9
18670103,2016,8,0,15,34,0,0,4,20
8280303,2016,24,0,31,28,0,4,4,16
18710110,2016,0,9,9,46,0,4,4,25
6240505,2016,46,21,53,58,0,10,4,39
17430104,2016,31,13,13,26,0,0,4,20
5010403,2016,11,6,30,42,0,0,4,51
11410111,2016,96,28,92,92,8,0,4,61
5330202,2016,40,16,31,72,0,5,4,56
18670201,2016,0,9,4,30,0,6,4,29
8140201,2016,59,48,78,88,0,6,4,43
5220103,2016,21,19,27,14,0,8,4,12
18490109,2016,17,0,0,0,0,0,4,13
16400113,2016,0,6,14,8,0,0,4,5
6020912,2016,0,0,22,10,0,0,4,9
8330109,2016,8,7,14,12,0,0,4,11
10030214,2016,19,9,25,14,0,0,4,11
19310102,2016,7,0,25,20,0,0,4,15
2191304,2016,28,6,19,22,0,0,4,34
20250207,2016,9,0,25,36,0,0,4,36
8061004,2016,0,20,27,38,0,0,4,18
12590204,2016,16,0,12,40,0,0,4,30
1010801,2016,27,7,19,42,11,0,4,23
16012101,2016,94,20,16,54,5,0,4,69
11060503,2016,12,0,7,54,0,4,4,96
10011603,2016,41,13,35,14,0,6,4,31
11032515,2016,38,27,29,36,0,6,4,15
14260203,2016,16,34,55,52,0,6,4,33
5430303,2016,0,11,23,20,0,0,4,21
18600202,2016,9,6,30,24,0,0,4,19
7040112,2016,51,13,52,48,13,0,4,64
17440112,2016,40,21,25,52,4,0,4,16
8150406,2016,41,22,37,54,0,0,4,26
8060110,2016,16,0,0,80,0,4,4,101
15760102,2016,21,9,26,38,0,6,4,28
15730111,2016,0,13,19,50,0,8,4,23
15540502,2016,4,0,17,12,0,0,4,12
1250401,2016,40,21,32,38,4,0,4,32
4170104,2016,46,29,48,56,0,0,4,30
12530102,2016,36,59,69,62,0,4,4,41
6220202,2016,19,10,29,24,5,8,4,42
11120304,2016,23,12,16,16,0,0,4,10
8110106,2016,14,18,36,52,9,0,4,26
17110108,2016,12,16,36,64,0,0,4,41
1065403,2016,27,0,36,60,0,6,4,36
17190802,2016,106,25,62,80,0,9,4,66
1280211,2016,42,0,49,86,8,13,4,63
5320108,2016,28,0,41,38,0,17,4,22
4300202,2016,13,9,9,28,0,0,4,24
10011111,2016,176,14,104,36,13,0,4,24
2150305,2016,17,28,12,38,5,0,4,25
18370111,2016,28,18,47,48,0,0,4,29
6050804,2016,38,9,20,78,9,0,4,26
19220110,2016,65,0,21,120,0,0,4,256
2310404,2016,41,28,43,62,0,4,4,67
5420110,2016,28,0,12,72,5,4,4,99
15280107,2016,21,31,37,28,0,6,4,22
14430303,2016,38,28,68,46,0,7,4,35
2192015,2016,8,9,22,22,0,8,4,21
10140108,2016,38,16,42,26,9,10,4,38
8050402,2016,47,9,35,20,0,0,4,13
14170115,2016,15,22,38,36,0,0,4,31
6230204,2016,46,13,28,64,0,10,4,39
2200105,2016,19,24,46,28,0,12,4,20
5420112,2016,30,27,45,50,0,0,4,42
16011204,2016,28,12,0,338,7,0,4,496
3015804,2016,0,0,8,8,0,0,4,3
12600101,2016,7,0,20,24,0,0,4,13
5190202,2016,21,12,18,30,0,0,4,39
20030208,2016,8,14,22,32,0,0,4,19
2140204,2016,30,9,17,30,0,4,4,25
16240104,2016,13,17,51,32,0,4,4,40
7160309,2016,26,21,29,50,0,6,4,18
2191015,2016,25,0,13,12,0,0,4,26
5160407,2016,0,13,25,28,0,0,4,14
2190504,2016,18,40,69,32,0,0,4,19
4260102,2016,35,16,44,78,0,4,4,54
16570106,2016,42,22,37,38,0,5,4,19
18220103,2016,37,12,38,54,0,7,4,34
11010604,2016,0,11,39,22,0,0,4,15
16015217,2016,44,10,31,58,0,0,4,26
6240506,2016,51,24,61,72,0,0,4,45
15760103,2016,45,14,31,36,0,4,4,32
19310103,2016,31,27,28,40,6,11,4,59
18600106,2016,0,9,6,26,0,0,4,17
8070603,2016,20,18,37,26,0,0,4,5
20300502,2016,20,6,39,34,0,0,4,12
19310105,2016,37,16,33,40,0,0,4,20
14010318,2016,37,11,64,38,7,4,4,18
20170109,2016,14,15,21,24,0,5,4,45
7160101,2016,18,12,25,36,0,6,4,35
6020407,2016,28,0,37,164,0,10,4,160
9280111,2016,36,13,42,8,4,0,4,21
14300114,2016,15,10,13,24,0,0,4,22
9010106,2016,50,10,30,28,0,0,4,23
15670109,2016,33,16,25,36,6,6,4,22
2370604,2016,56,19,74,58,8,7,4,57
5450103,2016,11,10,10,14,0,8,4,16
6020904,2016,16,19,25,14,4,0,4,10
15290103,2016,0,11,0,18,0,0,4,10
2190707,2016,47,0,28,26,7,0,4,72
15710103,2016,6,13,0,30,0,0,4,10
18490110,2016,4,10,19,8,0,0,4,6
1050113,2016,0,7,17,10,0,0,4,5
6240105,2016,12,9,16,18,0,0,4,12
6190101,2016,13,12,21,42,0,0,4,24
17020313,2016,31,0,18,38,4,4,4,23
9010101,2016,22,0,9,48,0,4,4,39
2360302,2016,47,42,58,106,0,4,4,35
12450205,2016,82,15,37,48,0,6,4,37
6040210,2016,27,36,51,34,10,11,4,24
18410317,2016,7,7,10,10,0,0,4,10
4280301,2016,22,9,5,22,0,0,4,13
11060918,2016,18,22,31,26,0,0,4,17
5010517,2016,13,6,37,64,0,0,4,26
7060407,2016,28,22,37,50,0,4,4,18
1010803,2016,25,6,50,80,0,4,4,46
5110103,2016,16,0,0,10,0,6,4,11
16013111,2016,39,21,53,72,0,6,4,76
18330102,2016,25,29,38,64,13,8,4,29
2360401,2016,7,14,15,34,0,9,4,25
16440204,2016,13,0,11,14,0,0,4,9
12530404,2016,27,23,11,16,0,0,4,15
16530706,2016,19,24,12,16,0,0,4,14
4200507,2016,37,39,94,78,0,12,4,52
19330302,2016,0,6,15,10,0,0,4,10
12420106,2016,15,7,0,22,0,0,4,14
11020707,2016,0,12,26,24,0,0,4,17
6200102,2016,22,12,18,24,0,0,4,23
5160401,2016,15,10,15,28,0,0,4,33
1250301,2016,36,7,23,40,0,0,4,12
11460201,2016,20,21,34,42,0,0,4,17
1040505,2016,19,0,15,38,0,4,4,94
1040705,2016,44,45,67,48,0,4,4,31
2210102,2016,71,9,44,50,0,4,4,36
7041301,2016,0,0,0,54,0,6,4,39
1051404,2016,16,20,54,62,8,6,4,28
4280404,2016,15,9,16,24,0,8,4,21
18660402,2016,9,21,25,36,0,8,4,18
11200107,2016,9,10,32,12,0,0,4,13
16018121,2016,20,0,15,14,0,0,4,13
18280108,2016,0,10,18,16,0,0,4,5
5330301,2016,0,10,0,20,0,0,4,11
17190309,2016,82,16,105,100,0,4,4,43
2191020,2016,24,36,21,18,0,0,4,24
9290109,2016,10,0,0,26,0,0,4,16
10340205,2016,63,20,75,34,0,0,4,15
11450103,2016,54,13,78,64,11,0,4,30
15020608,2016,0,6,22,20,0,4,4,14
6020902,2016,17,16,40,32,0,4,4,12
12210401,2016,64,36,90,62,0,4,4,57
8061603,2016,49,27,84,62,0,10,4,40
15050701,2016,26,9,84,60,0,11,4,56
2190426,2016,27,6,42,14,0,0,4,18
19330106,2016,0,0,17,6,0,4,4,12
5170305,2016,16,10,14,28,0,6,4,18
16015222,2016,65,15,37,44,0,8,4,48
8280108,2016,31,17,45,60,0,8,4,31
9062105,2016,33,15,55,60,0,8,4,31
4120824,2016,20,0,12,20,0,9,4,20
11450104,2016,6,9,19,22,0,10,4,15
20230105,2016,4,0,0,30,0,0,4,50
6210304,2016,36,32,27,46,0,6,4,27
14320201,2016,0,30,36,22,0,8,4,23
12110205,2016,27,9,31,10,0,0,4,19
7190103,2016,6,15,14,24,0,0,4,13
7060717,2016,29,12,74,56,5,0,4,44
17210105,2016,43,26,27,72,23,0,4,58
8061705,2016,43,48,51,86,7,0,4,42
18700108,2016,0,23,21,30,0,4,4,19
19020517,2016,84,13,51,40,0,0,4,37
8061806,2016,59,25,32,54,0,4,4,11
16011319,2016,46,15,74,56,0,4,4,73
6210303,2016,27,17,71,58,0,4,4,61
11110112,2016,58,19,91,64,7,9,4,37
2270302,2016,90,43,128,122,6,17,4,91
19020117,2016,13,0,0,12,0,0,4,29
19330205,2016,18,7,51,56,0,6,4,31
16240205,2016,34,19,20,54,0,7,4,35
2192008,2016,23,6,75,58,4,9,4,25
6330106,2016,34,13,44,44,0,10,4,23
7040302,2016,13,0,23,14,0,0,4,10
10180209,2016,18,10,25,18,0,0,4,11
17490101,2016,20,0,20,22,0,0,4,28
4121305,2016,14,10,14,24,0,0,4,18
5170210,2016,4,0,17,26,0,0,4,15
7160107,2016,42,16,21,52,0,0,4,35
17510310,2016,10,0,8,36,0,6,4,14
15190102,2016,43,42,56,84,0,9,4,44
15430114,2016,16,0,15,18,0,0,4,10
2130611,2016,35,6,15,22,0,0,4,18
17020705,2016,24,7,20,34,0,0,4,15
19400305,2016,13,0,0,18,0,4,4,11
2190312,2016,72,39,108,34,0,8,4,50
12010303,2016,81,40,34,92,7,11,4,216
18370103,2016,0,0,0,8,0,0,4,15
18400201,2016,17,6,10,30,0,0,4,28
16360208,2016,45,0,14,34,4,0,4,61
9010102,2016,15,15,20,36,0,0,4,31
18051002,2016,52,33,36,58,0,0,4,33
15660102,2016,29,20,16,28,0,15,4,11
16480207,2016,0,13,0,12,0,0,4,12
20220106,2016,24,0,12,20,0,0,4,33
4320101,2016,0,0,8,20,0,0,4,20
18320105,2016,17,0,25,22,0,0,4,22
12560201,2016,50,21,45,46,0,4,4,31
18480107,2016,33,24,22,32,0,8,4,27
15140206,2016,92,27,70,40,4,11,4,39
19400304,2016,0,0,0,6,0,0,4,16
16011409,2016,58,18,73,68,10,0,4,63
18340109,2016,21,6,31,36,7,5,4,29
18410316,2016,7,13,28,30,8,6,4,26
14200402,2016,26,9,23,32,0,6,4,26
19030801,2016,18,15,12,22,0,7,4,28
8340104,2016,0,10,34,28,0,8,4,22
19020114,2016,0,0,7,16,0,9,4,37
4120411,2016,32,27,29,30,0,10,4,30
18040720,2016,14,0,0,8,8,0,4,39
19360107,2016,0,0,0,14,0,0,4,19
19270202,2016,12,10,11,26,0,0,4,12
18600201,2016,28,0,23,34,0,0,4,13
18680206,2016,0,0,13,16,0,4,4,12
11030501,2016,13,0,0,58,0,4,4,144
8210204,2016,63,17,70,102,15,4,4,132
14300113,2016,38,9,40,38,0,6,4,29
4380102,2016,20,15,37,28,5,15,4,32
5160309,2016,0,0,0,0,0,0,4,0
16017506,2016,0,0,5,8,0,0,4,0
16240201,2016,25,19,46,50,0,7,4,26
6190209,2016,12,13,20,26,0,9,4,16
18220111,2016,16,0,37,12,0,0,4,9
16440210,2016,9,0,14,20,0,0,4,7
7061012,2016,24,23,43,26,0,0,4,14
14170112,2016,21,17,33,40,0,0,4,21
15760110,2016,31,31,37,48,4,0,4,58
1064301,2016,18,19,65,72,0,5,4,28
12011610,2016,98,46,84,102,7,5,4,47
12010124,2016,56,13,34,52,0,6,4,27
9061204,2016,23,17,57,36,0,9,4,14
9260213,2016,17,0,10,28,0,10,4,67
16340106,2016,50,10,43,28,5,11,4,23
12220113,2016,27,6,26,24,0,0,4,25
2210505,2016,12,12,20,32,6,0,4,15
15660601,2016,25,31,26,38,0,0,4,25
16170103,2016,9,0,7,42,0,0,4,36
11600605,2016,26,13,19,30,0,4,4,19
8060515,2016,42,18,21,34,0,4,4,27
15470106,2016,33,15,50,66,0,4,4,36
7091409,2016,29,17,28,36,0,6,4,26
5020402,2016,12,0,12,56,18,12,4,258
19030706,2016,6,18,12,16,0,0,4,16
4390110,2016,23,16,19,56,0,0,4,25
12420102,2016,49,10,46,98,0,0,4,24
11020405,2016,117,52,210,130,11,20,4,100
4290114,2016,0,0,8,0,0,0,4,6
6180104,2016,0,10,0,8,0,0,4,14
10170403,2016,39,13,0,10,0,0,4,16
18240201,2016,12,6,18,22,0,0,4,10
1040808,2016,45,6,23,30,0,0,4,37
2310612,2016,18,0,35,32,0,0,4,7
1360201,2016,32,22,55,52,0,0,4,19
4290205,2016,13,16,30,46,0,6,4,21
2110204,2016,29,22,27,42,0,7,4,43
19330202,2016,28,19,46,50,0,8,4,39
7140203,2016,37,21,50,72,0,8,4,45
7091410,2016,19,20,31,40,0,0,4,19
2210402,2016,31,38,92,78,7,0,4,61
2300507,2016,29,12,33,44,0,4,4,16
16200105,2016,26,14,11,60,0,7,4,53
15480503,2016,60,21,47,46,5,12,4,41
15760111,2016,6,0,10,14,0,0,4,12
14130101,2016,0,10,21,32,0,0,4,27
2191607,2016,39,9,48,34,0,0,4,50
16170215,2016,25,30,30,40,0,0,4,25
15310209,2016,46,26,22,58,7,0,4,34
12010220,2016,31,9,0,80,4,10,4,170
16130101,2016,24,35,69,60,6,13,4,52
12010208,2016,63,9,32,144,9,16,4,225
6160112,2016,0,19,0,12,0,0,4,11
6050501,2016,57,39,66,76,0,6,4,81
16530301,2016,9,0,19,14,0,7,4,17
14210110,2016,12,14,36,42,0,7,4,38
9010104,2016,26,26,60,72,6,7,4,34
12190206,2016,23,24,41,48,0,8,4,16
1010603,2016,73,22,36,66,0,10,4,18
2350801,2015,570,139,867,490,76,77,260,468
2190211,2015,69,9,72,36,0,0,5,23
16013103,2015,55,17,103,46,0,0,5,37
7091008,2015,54,25,43,68,0,0,5,12
8060510,2015,21,0,55,44,0,5,5,31
14430203,2015,19,19,62,16,0,13,5,24
10030214,2015,18,6,28,12,0,0,5,11
14300114,2015,19,12,12,22,0,0,5,21
17140104,2015,44,15,63,38,0,0,5,26
12310207,2015,27,28,58,42,0,0,5,36
18660201,2015,29,9,16,38,0,4,5,33
18120101,2015,4,10,8,16,0,0,5,18
11031223,2015,24,9,67,22,0,0,5,15
4370306,2015,24,16,46,40,10,0,5,19
14320103,2015,0,0,31,48,0,0,5,19
9064306,2015,63,27,53,80,4,0,5,54
9260211,2015,0,8,34,24,0,4,5,21
5330101,2015,0,9,30,44,0,6,5,25
8260204,2015,30,15,39,58,0,6,5,25
4200204,2015,11,10,8,32,0,0,5,22
14190101,2015,27,9,19,42,0,0,5,15
11190105,2015,28,13,13,18,0,5,5,27
16570105,2015,38,14,32,30,0,6,5,23
7061109,2015,21,9,12,54,14,6,5,37
18600301,2015,28,25,53,36,0,13,5,21
6200203,2015,18,14,40,50,0,0,5,28
5380203,2015,33,9,23,44,0,5,5,12
14450304,2015,103,24,77,64,0,7,5,26
12011109,2015,64,27,73,68,0,9,5,51
10010917,2015,79,48,92,116,11,9,5,78
9370104,2015,0,0,11,0,0,0,5,5
2170105,2015,0,6,16,10,0,0,5,3
12430303,2015,0,0,7,12,6,0,5,7
6310111,2015,16,10,20,14,0,0,5,9
7190105,2015,59,37,43,64,8,0,5,32
16360204,2015,20,15,44,28,0,5,5,26
4030705,2015,77,15,97,74,5,6,5,38
18040413,2015,52,37,67,84,0,6,5,107
10140201,2015,80,34,117,86,9,6,5,36
15540201,2015,25,36,45,50,0,7,5,22
12010110,2015,17,16,43,132,5,8,5,237
19190103,2015,8,0,16,26,0,12,5,10
4120308,2015,7,4,6,12,6,0,5,16
8330108,2015,7,13,9,14,0,0,5,14
18051102,2015,55,43,75,86,0,0,5,30
11020908,2015,32,31,33,48,0,6,5,33
19290103,2015,12,0,0,8,0,0,5,8
18380212,2015,29,0,18,24,0,0,5,17
12630101,2015,49,12,80,46,0,0,5,27
15170301,2015,47,20,56,50,0,9,5,23
4300302,2015,0,19,11,50,0,9,5,49
16530403,2015,25,21,39,38,0,10,5,20
8190303,2015,38,37,76,62,0,10,5,56
11140103,2015,49,27,63,64,0,0,5,25
18050301,2015,37,15,35,114,0,0,5,42
